Product,Age,RTO State/UT,RTO City/Location,Alto,Alto K10,A-Star,BALENO D,BALENO P,Celerio D,Celerio P,CIAZ D,CIAZ P,Dzire D,Dzire P,Eeco/Versa D,Eeco/Versa P,Ertiga D,Ertiga P,Esteem D,Esteem P,Grand Vitara,Gypsy,IGNIS D,IGNIS P,Kizashi,Old Baleno,Omni,RITZ D,RITZ P,S-CROSS D,S-CROSS P,S-PRESSO,SUPER CARRY D,SUPER CARRY P,SWIFT D,SWIFT P,SX4 D,SX4 P,VITARA BREZZA D,VITARA BREZZA P,Wagon R,XL6,Zen,Zen D,,Model,Check,Check,RTO State/UT,RTO City/Location
PVT,1,,INDORE,59,59,59,59,59,59,59,59,59,59,59,51,51,59,59,24,24,39,39,59,59,39,39,24,59,59,59,59,59,63,67,63,63,49,49,59,59,59,59,24,24,,,,TRUE,,INDORE
PVT,1,,JABALPUR,59,59,59,59,59,59,59,59,59,59,59,51,51,59,59,24,24,39,39,59,59,39,39,24,59,59,59,59,59,63,67,63,63,49,49,59,59,59,59,24,24,,,,TRUE,,JABALPUR
PVT,1,,Rest of MADHYA PRADESH,59,59,59,59,59,59,59,59,59,59,59,51,51,59,59,24,24,39,39,59,59,39,39,24,59,59,59,59,59,63,67,63,63,49,49,59,59,59,59,24,24,,,,TRUE,,Rest of MADHYA PRADESH
PVT,1,MAHARASHTRA,AURANGABAD,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,MAHARASHTRA,AURANGABAD
PVT,1,,KOLHAPUR,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,,KOLHAPUR
PVT,1,,MUMBAI,59,59,59,63,63,63,63,63,63,59,59,63,63,63,63,24,24,39,39,63,63,39,39,24,63,63,63,63,63,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,,MUMBAI
PVT,1,,NAGPUR,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,,NAGPUR
PVT,1,,NASHIK,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,,NASHIK
PVT,1,,PANVEL,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,,PANVEL
PVT,1,,PUNE,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,,PUNE
PVT,1,,SANGLI,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,,SANGLI
PVT,1,,THANE,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,,THANE
PVT,1,,Rest of MAHARASHTRA,59,59,59,63,63,61,61,61,61,61,61,59,59,56,56,24,24,39,39,59,59,39,39,24,59,59,59,59,59,59,59,63,63,49,49,63,63,63,56,24,24,,,,TRUE,,Rest of MAHARASHTRA
PVT,1,MANIPUR,IMPHAL,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,MANIPUR,IMPHAL
PVT,1,,Rest of MANIPUR,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,Rest of MANIPUR
PVT,1,MEGHALAYA,SHILLONG,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,MEGHALAYA,SHILLONG
PVT,1,,Rest of MEGHALAYA,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,Rest of MEGHALAYA
PVT,1,MIZORAM,MIZORAM,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,MIZORAM,MIZORAM
PVT,1,NAGALAND,NAGALAND,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,NAGALAND,NAGALAND
PVT,1,ORISSA,BHUBANESWAR,59,59,59,63,63,63,63,63,63,59,59,63,63,63,63,24,24,39,39,63,63,39,39,24,63,63,63,63,63,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,ORISSA,BHUBANESWAR
PVT,1,,Rest of ORISSA,59,59,59,63,63,63,63,63,63,59,59,63,63,63,63,24,24,39,39,63,63,39,39,24,63,63,63,63,63,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,,Rest of ORISSA
PVT,1,PUNJAB,AMRITSAR,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,PUNJAB,AMRITSAR
PVT,1,,JALANDHAR,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,JALANDHAR
PVT,1,,LUDHIANA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,LUDHIANA
PVT,1,,PATHANKOT,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,PATHANKOT
PVT,1,,Rest of PUNJAB,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,Rest of PUNJAB
PVT,1,PONDICHERRY,PONDICHERRY,62,62,62,58,62,58,62,58,62,58,62,58,58,58,62,24,24,39,39,58,62,39,39,24,58,62,58,62,58,58,62,58,62,49,49,58,62,62,62,24,24,,,,TRUE,PONDICHERRY,PONDICHERRY
PVT,1,RAJASTHAN,AJMER,54,54,54,54,54,54,54,54,54,54,54,63,63,54,54,19,19,39,39,54,54,39,39,19,54,54,54,54,54,54,54,59,59,49,49,59,59,54,59,24,24,,,,TRUE,RAJASTHAN,AJMER
PVT,1,,BHILWARA,54,54,54,54,54,54,54,54,54,54,54,63,63,54,54,19,19,39,39,54,54,39,39,19,54,54,54,54,54,54,54,59,59,49,49,59,59,54,59,24,24,,,,TRUE,,BHILWARA
PVT,1,,JAIPUR,54,54,54,54,54,54,54,54,54,54,54,63,63,54,54,19,19,39,39,54,54,39,39,19,54,54,54,54,54,54,54,59,59,49,49,59,59,54,59,24,24,,,,TRUE,,JAIPUR
PVT,1,,JODHPUR,54,54,54,54,54,54,54,54,54,54,54,63,63,54,54,19,19,39,39,54,54,39,39,19,54,54,54,54,54,54,54,59,59,49,49,59,59,54,59,24,24,,,,TRUE,,JODHPUR
PVT,1,,KOTA,54,54,54,54,54,54,54,54,54,54,54,63,63,54,54,19,19,39,39,54,54,39,39,19,54,54,54,54,54,54,54,59,59,49,49,59,59,54,59,24,24,,,,TRUE,,KOTA
PVT,1,,UDAIPUR,54,54,54,54,54,54,54,54,54,54,54,63,63,54,54,19,19,39,39,54,54,39,39,19,54,54,54,54,54,54,54,59,59,49,49,59,59,54,59,24,24,,,,TRUE,,UDAIPUR
PVT,1,,Rest of RAJASTHAN,54,54,54,54,54,54,54,54,54,54,54,63,63,54,54,19,19,39,39,54,54,39,39,19,54,54,54,54,54,54,54,59,59,49,49,59,59,54,59,24,24,,,,TRUE,,Rest of RAJASTHAN
PVT,1,SIKKIM,SIKKIM,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,SIKKIM,SIKKIM
PVT,1,TAMIL NADU,CHENNAI,62,62,62,58,62,58,62,58,62,58,62,58,58,58,62,24,24,39,39,58,62,39,39,24,58,62,58,62,58,58,62,58,62,49,49,58,62,62,62,24,24,,,,TRUE,TAMIL NADU,CHENNAI
PVT,1,,COIMBATORE,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,COIMBATORE
PVT,1,,MADURAI,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,MADURAI
PVT,1,,SALEM,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,SALEM
PVT,1,,Rest of TAMIL NADU,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,Rest of TAMIL NADU
PVT,1,TELANGANA ,HYDERABAD,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,TELANGANA ,HYDERABAD
PVT,1,,SECUNDERABAD,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,,SECUNDERABAD
PVT,1,,Rest of TELANGANA ,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,,Rest of TELANGANA 
PVT,1,TRIPURA,TRIPURA,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,TRIPURA,TRIPURA
PVT,1,UTTAR PRADESH,AGRA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,UTTAR PRADESH,AGRA
PVT,1,,ALLAHABAD,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,ALLAHABAD
PVT,1,,BAREILLY,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,BAREILLY
PVT,1,,BIJNOR,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,BIJNOR
PVT,1,,FAIZABAD,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,FAIZABAD
PVT,1,,GHAZIABAD,49,49,49,63,63,63,63,63,63,63,63,63,63,63,63,19,19,39,39,63,63,39,39,19,63,63,63,63,59,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,,GHAZIABAD
PVT,1,,GORAKHPUR,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,GORAKHPUR
PVT,1,,KANPUR,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,KANPUR
PVT,1,,LUCKNOW,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,LUCKNOW
PVT,1,,MATHURA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,MATHURA
PVT,1,,MEERUT,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,MEERUT
PVT,1,,NOIDA,49,49,49,63,63,63,63,63,63,63,63,63,63,63,63,19,19,39,39,63,63,39,39,19,63,63,63,63,59,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,,NOIDA
PVT,1,,VARANASI,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,VARANASI
PVT,1,,Rest of UTTAR PRADESH,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,Rest of UTTAR PRADESH
PVT,1,UTTARAKHAND,DEHRA DUN,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,UTTARAKHAND,DEHRA DUN
PVT,1,,NANITAL,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,NANITAL
PVT,1,,ROORKEE,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,ROORKEE
PVT,1,,Rest of UTTARAKHAND,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,Rest of UTTARAKHAND
PVT,1,WEST BENGAL,KOLKATA,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,WEST BENGAL,KOLKATA
PVT,1,,SILIGURI,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,,SILIGURI
PVT,1,,Rest of West Bengal,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,,Rest of West Bengal
PVT,2,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,35,50,50,64,64,50,50,35,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,35,35,,,,TRUE,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
PVT,2,Andhra Pradesh,VIJAYAWADA,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,35,35,50,50,64,64,50,50,35,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,35,35,,,,TRUE,Andhra Pradesh,VIJAYAWADA
PVT,2,,VISAKHAPATNAM,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,35,35,50,50,64,64,50,50,35,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,35,35,,,,TRUE,,VISAKHAPATNAM
PVT,2,,Rest of ANDHRA PRADESH,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,35,35,50,50,64,64,50,50,35,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,35,35,,,,TRUE,,Rest of ANDHRA PRADESH
PVT,2,ASSAM,GUWAHATI,68,68,68,64,68,64,68,64,68,64,68,64,65,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,ASSAM,GUWAHATI
PVT,2,,KAMRUP,68,68,68,64,68,64,68,64,68,64,68,64,65,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,KAMRUP
PVT,2,,Rest of ASSAM,68,68,68,64,68,64,68,64,68,64,68,64,65,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,Rest of ASSAM
PVT,2,ARUNACHAL PRADESH,ARUNACHAL PRADESH,68,68,68,64,68,64,68,64,68,64,68,64,65,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,ARUNACHAL PRADESH,ARUNACHAL PRADESH
PVT,2,BIHAR,HAJIPUR,60,60,60,60,60,60,60,62,62,60,60,52,52,57,60,25,25,40,40,60,60,50,40,25,60,60,60,60,52,64,68,64,64,50,50,64,64,60,60,25,25,,,,TRUE,BIHAR,HAJIPUR
PVT,2,,MUZAFFARPUR,60,60,60,60,60,60,60,62,62,60,60,52,52,57,60,25,25,40,40,60,60,50,40,25,60,60,60,60,52,64,68,64,64,50,50,64,64,60,60,25,25,,,,TRUE,,MUZAFFARPUR
PVT,2,,PATNA,60,60,60,60,60,60,60,62,62,60,60,52,52,57,60,25,25,40,40,60,60,50,40,25,60,60,60,60,52,64,68,64,64,50,50,64,64,60,60,25,25,,,,TRUE,,PATNA
PVT,2,,Rest of BIHAR,60,60,60,60,60,60,60,62,62,60,60,52,52,57,60,25,25,40,40,60,60,50,40,25,60,60,60,60,52,64,68,64,64,50,50,64,64,60,60,25,25,,,,TRUE,,Rest of BIHAR
PVT,2,CHANDIGARH,CHANDIGARH,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,CHANDIGARH,CHANDIGARH
PVT,2,CHATTISGARH,BILASPUR,60,60,60,64,64,64,64,64,64,60,60,64,64,64,64,25,25,40,40,64,64,40,40,25,64,64,64,64,64,64,64,64,64,50,50,64,64,64,64,25,25,,,,TRUE,CHATTISGARH,BILASPUR
PVT,2,,RAIPUR,60,60,60,64,64,64,64,64,64,60,60,64,64,64,64,25,25,40,40,64,64,40,40,25,64,64,64,64,64,64,64,64,64,50,50,64,64,64,64,25,25,,,,TRUE,,RAIPUR
PVT,2,,Rest of CHATTISGARH,60,60,60,64,64,64,64,64,64,60,60,64,64,64,64,25,25,40,40,64,64,40,40,25,64,64,64,64,64,64,64,64,64,50,50,64,64,64,64,25,25,,,,TRUE,,Rest of CHATTISGARH
PVT,2,DAMAN & DIU,DAMAN & DIU,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,DAMAN & DIU,DAMAN & DIU
PVT,2,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI
PVT,2,DELHI,DELHI,64,64,64,64,64,64,64,64,64,64,64,55,55,64,64,20,20,40,40,64,64,40,40,20,64,64,64,64,64,64,64,64,64,50,50,64,64,64,68,25,25,,,,TRUE,DELHI,DELHI
PVT,2,Goa,Goa,60,60,60,64,64,64,64,64,64,60,60,64,64,64,64,25,25,40,40,64,64,40,40,25,64,64,64,64,64,64,64,64,64,50,50,64,64,64,64,25,25,,,,TRUE,Goa,Goa
PVT,2,GUJARAT,AHMEDABAD,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,GUJARAT,AHMEDABAD
PVT,2,,GANDHINAGAR,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,GANDHINAGAR
PVT,2,,MEHSANA,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,MEHSANA
PVT,2,,RAJKOT,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,RAJKOT
PVT,2,,SURAT,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,SURAT
PVT,2,,VADODARA,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,VADODARA
PVT,2,,VALSAD,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,VALSAD
PVT,2,,Rest of GUJARAT,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,25,25,40,40,64,68,40,40,25,64,68,64,68,64,64,68,64,68,50,50,64,68,68,68,25,25,,,,TRUE,,Rest of GUJARAT
PVT,2,HARYANA,AMBALA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,HARYANA,AMBALA
PVT,2,,FARIDABAD,50,50,50,64,64,64,64,64,64,64,64,64,64,64,64,20,20,40,40,64,64,40,40,20,64,64,64,64,60,64,64,64,64,50,50,64,64,64,64,25,25,,,,TRUE,,FARIDABAD
PVT,2,,GURGAON,50,50,50,64,64,64,64,64,64,64,64,64,64,64,64,20,20,40,40,64,64,40,40,20,64,64,64,64,60,64,64,64,64,50,50,64,64,64,64,25,25,,,,TRUE,,GURGAON
PVT,2,,KARNAL,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,,KARNAL
PVT,2,,PANIPAT,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,,PANIPAT
PVT,2,,REWARI,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,,REWARI
PVT,2,,ROHTAK,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,,ROHTAK
PVT,2,,SONEPAT,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,,SONEPAT
PVT,2,,Rest of HARYANA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,,Rest of HARYANA
PVT,2,HIMACHAL PRADESH,MANDI,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,HIMACHAL PRADESH,MANDI
PVT,2,,SHIMLA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,,SHIMLA
PVT,2,,Rest of HIMACHAL PRADESH,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,,Rest of HIMACHAL PRADESH
PVT,2,JAMMU & KASHMIR,JAMMU,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,20,20,40,40,60,60,40,40,20,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,25,25,,,,TRUE,JAMMU & KASHMIR,JAMMU
PVT,2,,SRINAGAR,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,20,20,40,40,60,60,40,40,20,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,25,25,,,,TRUE,,SRINAGAR
PVT,2,,Rest of JAMMU & KASHMIR,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,20,20,40,40,60,60,40,40,20,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,25,25,,,,TRUE,,Rest of JAMMU & KASHMIR
PVT,2,JHARKHAND,DHANBAD,60,60,60,60,60,60,60,62,62,60,60,52,52,57,60,25,25,40,40,60,60,50,40,25,60,60,60,60,52,64,68,64,64,50,50,64,64,60,60,25,25,,,,TRUE,JHARKHAND,DHANBAD
PVT,2,,JAMSHEDPUR,60,60,60,60,60,60,60,62,62,60,60,52,52,57,60,25,25,40,40,60,60,50,40,25,60,60,60,60,52,64,68,64,64,50,50,64,64,60,60,25,25,,,,TRUE,,JAMSHEDPUR
PVT,2,,RANCHI,60,60,60,60,60,60,60,62,62,60,60,52,52,57,60,25,25,40,40,60,60,50,40,25,60,60,60,60,52,64,68,64,64,50,50,64,64,60,60,25,25,,,,TRUE,,RANCHI
PVT,2,,Rest of JHARKHAND,60,60,60,60,60,60,60,62,62,60,60,52,52,57,60,25,25,40,40,60,60,50,40,25,60,60,60,60,52,64,68,64,64,50,50,64,64,60,60,25,25,,,,TRUE,,Rest of JHARKHAND
PVT,2,KARNATAKA,BENGALURU,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,40,40,50,50,40,40,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,,,,TRUE,KARNATAKA,BENGALURU
PVT,2,,HUBLI,68,68,68,64,68,64,68,64,68,64,68,64,64,64,68,35,35,50,50,64,68,50,50,35,64,68,64,68,64,64,68,64,68,64,64,64,68,68,68,35,35,,,,TRUE,,HUBLI
