Product,Age,RTO State/UT,RTO City/Location,Alto,Alto K10,A-Star,BALENO D,BALENO P,Celerio D,Celerio P,CIAZ D,CIAZ P,Dzire D,Dzire P,Eeco/Versa D,Eeco/Versa P,Ertiga D,Ertiga P,Esteem D,Esteem P,Grand Vitara,Gypsy,IGNIS D,IGNIS P,Kizashi,Old Baleno,Omni,RITZ D,RITZ P,S-CROSS D,S-CROSS P,S-PRESSO,SUPER CARRY D,SUPER CARRY P,SWIFT D,SWIFT P,SX4 D,SX4 P,VITARA BREZZA D,VITARA BREZZA P,Wagon R,XL6,Zen,Zen D,,Model,Check,Check,RTO State/UT,RTO City/Location
PVT,0,PUNJAB,AMRITSAR,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,PUNJAB,AMRITSAR
PVT,0,,JALANDHAR,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,JALANDHAR
PVT,0,,LUDHIANA,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,LUDHIANA
PVT,0,,PATHANKOT,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,PATHANKOT
PVT,0,,Rest of PUNJAB,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,Rest of PUNJAB
PVT,0,PONDICHERRY,PONDICHERRY,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,PONDICHERRY,PONDICHERRY
PVT,0,RAJASTHAN,AJMER,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,RAJASTHAN,AJMER
PVT,0,,BHILWARA,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,BHILWARA
PVT,0,,JAIPUR,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,JAIPUR
PVT,0,,JODHPUR,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,JODHPUR
PVT,0,,KOTA,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,KOTA
PVT,0,,UDAIPUR,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,UDAIPUR
PVT,0,,Rest of RAJASTHAN,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,Rest of RAJASTHAN
PVT,0,SIKKIM,SIKKIM,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,SIKKIM,SIKKIM
PVT,0,TAMIL NADU,CHENNAI,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,TAMIL NADU,CHENNAI
PVT,0,,COIMBATORE,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,COIMBATORE
PVT,0,,MADURAI,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,MADURAI
PVT,0,,SALEM,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,SALEM
PVT,0,,Rest of TAMIL NADU,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,Rest of TAMIL NADU
PVT,0,TELANGANA ,HYDERABAD,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,TELANGANA ,HYDERABAD
PVT,0,,SECUNDERABAD,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,SECUNDERABAD
PVT,0,,Rest of TELANGANA ,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,Rest of TELANGANA 
PVT,0,TRIPURA,TRIPURA,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,TRIPURA,TRIPURA
PVT,0,UTTAR PRADESH,AGRA,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,UTTAR PRADESH,AGRA
PVT,0,,ALLAHABAD,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,ALLAHABAD
PVT,0,,BAREILLY,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,BAREILLY
PVT,0,,BIJNOR,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,BIJNOR
PVT,0,,FAIZABAD,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,FAIZABAD
PVT,0,,GHAZIABAD,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,GHAZIABAD
PVT,0,,GORAKHPUR,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,GORAKHPUR
PVT,0,,KANPUR,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,KANPUR
PVT,0,,LUCKNOW,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,LUCKNOW
PVT,0,,MATHURA,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,MATHURA
PVT,0,,MEERUT,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,MEERUT
PVT,0,,NOIDA,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,NOIDA
PVT,0,,VARANASI,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,VARANASI
PVT,0,,Rest of UTTAR PRADESH,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,Rest of UTTAR PRADESH
PVT,0,UTTARAKHAND,DEHRA DUN,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,UTTARAKHAND,DEHRA DUN
PVT,0,,NANITAL,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,NANITAL
PVT,0,,ROORKEE,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,ROORKEE
PVT,0,,Rest of UTTARAKHAND,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,Rest of UTTARAKHAND
PVT,0,WEST BENGAL,KOLKATA,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,WEST BENGAL,KOLKATA
PVT,0,,SILIGURI,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,SILIGURI
PVT,0,,Rest of West Bengal,70,70,60,50,70,40,70,52,70,45,70,40,70,45,70,30,30,70,30,50,70,50,30,70,45,60,50,70,70,40,70,50,70,50,60,70,70,70,70,30,30,,,,TRUE,,Rest of West Bengal
PVT,1,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
PVT,1,Andhra Pradesh,VIJAYAWADA,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,Andhra Pradesh,VIJAYAWADA
PVT,1,,VISAKHAPATNAM,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,,VISAKHAPATNAM
PVT,1,,Rest of ANDHRA PRADESH,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,49,49,63,63,49,49,34,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,34,34,,,,TRUE,,Rest of ANDHRA PRADESH
PVT,1,ASSAM,GUWAHATI,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,ASSAM,GUWAHATI
PVT,1,,KAMRUP,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,KAMRUP
PVT,1,,Rest of ASSAM,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,Rest of ASSAM
PVT,1,ARUNACHAL PRADESH,ARUNACHAL PRADESH,67,67,67,63,67,63,67,63,67,63,67,63,64,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,ARUNACHAL PRADESH,ARUNACHAL PRADESH
PVT,1,BIHAR,HAJIPUR,59,59,59,59,59,59,59,61,61,59,59,51,51,56,59,24,24,39,39,59,59,49,39,24,59,59,59,59,51,63,67,63,63,49,49,63,63,59,59,24,24,,,,TRUE,BIHAR,HAJIPUR
PVT,1,,MUZAFFARPUR,59,59,59,59,59,59,59,61,61,59,59,51,51,56,59,24,24,39,39,59,59,49,39,24,59,59,59,59,51,63,67,63,63,49,49,63,63,59,59,24,24,,,,TRUE,,MUZAFFARPUR
PVT,1,,PATNA,59,59,59,59,59,59,59,61,61,59,59,51,51,56,59,24,24,39,39,59,59,49,39,24,59,59,59,59,51,63,67,63,63,49,49,63,63,59,59,24,24,,,,TRUE,,PATNA
PVT,1,,Rest of BIHAR,59,59,59,59,59,59,59,61,61,59,59,51,51,56,59,24,24,39,39,59,59,49,39,24,59,59,59,59,51,63,67,63,63,49,49,63,63,59,59,24,24,,,,TRUE,,Rest of BIHAR
PVT,1,CHANDIGARH,CHANDIGARH,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,CHANDIGARH,CHANDIGARH
PVT,1,CHATTISGARH,BILASPUR,59,59,59,63,63,63,63,63,63,59,59,63,63,63,63,24,24,39,39,63,63,39,39,24,63,63,63,63,63,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,CHATTISGARH,BILASPUR
PVT,1,,RAIPUR,59,59,59,63,63,63,63,63,63,59,59,63,63,63,63,24,24,39,39,63,63,39,39,24,63,63,63,63,63,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,,RAIPUR
PVT,1,,Rest of CHATTISGARH,59,59,59,63,63,63,63,63,63,59,59,63,63,63,63,24,24,39,39,63,63,39,39,24,63,63,63,63,63,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,,Rest of CHATTISGARH
PVT,1,DAMAN & DIU,DAMAN & DIU,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,DAMAN & DIU,DAMAN & DIU
PVT,1,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI
PVT,1,DELHI,DELHI,63,63,63,63,63,63,63,63,63,63,63,54,54,63,63,19,19,39,39,63,63,39,39,19,63,63,63,63,63,63,63,63,63,49,49,63,63,63,67,24,24,,,,TRUE,DELHI,DELHI
PVT,1,Goa,Goa,59,59,59,63,63,63,63,63,63,59,59,63,63,63,63,24,24,39,39,63,63,39,39,24,63,63,63,63,63,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,Goa,Goa
PVT,1,GUJARAT,AHMEDABAD,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,GUJARAT,AHMEDABAD
PVT,1,,GANDHINAGAR,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,GANDHINAGAR
PVT,1,,MEHSANA,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,MEHSANA
PVT,1,,RAJKOT,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,RAJKOT
PVT,1,,SURAT,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,SURAT
PVT,1,,VADODARA,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,VADODARA
PVT,1,,VALSAD,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,VALSAD
PVT,1,,Rest of GUJARAT,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,24,24,39,39,63,67,39,39,24,63,67,63,67,63,63,67,63,67,49,49,63,67,67,67,24,24,,,,TRUE,,Rest of GUJARAT
PVT,1,HARYANA,AMBALA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,HARYANA,AMBALA
PVT,1,,FARIDABAD,49,49,49,63,63,63,63,63,63,63,63,63,63,63,63,19,19,39,39,63,63,39,39,19,63,63,63,63,59,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,,FARIDABAD
PVT,1,,GURGAON,49,49,49,63,63,63,63,63,63,63,63,63,63,63,63,19,19,39,39,63,63,39,39,19,63,63,63,63,59,63,63,63,63,49,49,63,63,63,63,24,24,,,,TRUE,,GURGAON
PVT,1,,KARNAL,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,KARNAL
PVT,1,,PANIPAT,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,PANIPAT
PVT,1,,REWARI,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,REWARI
PVT,1,,ROHTAK,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,ROHTAK
PVT,1,,SONEPAT,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,SONEPAT
PVT,1,,Rest of HARYANA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,Rest of HARYANA
PVT,1,HIMACHAL PRADESH,MANDI,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,HIMACHAL PRADESH,MANDI
PVT,1,,SHIMLA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,SHIMLA
PVT,1,,Rest of HIMACHAL PRADESH,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,Rest of HIMACHAL PRADESH
PVT,1,JAMMU & KASHMIR,JAMMU,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,19,19,39,39,59,59,39,39,19,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,24,24,,,,TRUE,JAMMU & KASHMIR,JAMMU
PVT,1,,SRINAGAR,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,19,19,39,39,59,59,39,39,19,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,24,24,,,,TRUE,,SRINAGAR
PVT,1,,Rest of JAMMU & KASHMIR,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,19,19,39,39,59,59,39,39,19,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,24,24,,,,TRUE,,Rest of JAMMU & KASHMIR
PVT,1,JHARKHAND,DHANBAD,59,59,59,59,59,59,59,61,61,59,59,51,51,56,59,24,24,39,39,59,59,49,39,24,59,59,59,59,51,63,67,63,63,49,49,63,63,59,59,24,24,,,,TRUE,JHARKHAND,DHANBAD
PVT,1,,JAMSHEDPUR,59,59,59,59,59,59,59,61,61,59,59,51,51,56,59,24,24,39,39,59,59,49,39,24,59,59,59,59,51,63,67,63,63,49,49,63,63,59,59,24,24,,,,TRUE,,JAMSHEDPUR
PVT,1,,RANCHI,59,59,59,59,59,59,59,61,61,59,59,51,51,56,59,24,24,39,39,59,59,49,39,24,59,59,59,59,51,63,67,63,63,49,49,63,63,59,59,24,24,,,,TRUE,,RANCHI
PVT,1,,Rest of JHARKHAND,59,59,59,59,59,59,59,61,61,59,59,51,51,56,59,24,24,39,39,59,59,49,39,24,59,59,59,59,51,63,67,63,63,49,49,63,63,59,59,24,24,,,,TRUE,,Rest of JHARKHAND
PVT,1,KARNATAKA,BENGALURU,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,KARNATAKA,BENGALURU
PVT,1,,HUBLI,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,34,34,49,49,63,67,49,49,34,63,67,63,67,63,63,67,63,67,63,63,63,67,67,67,34,34,,,,TRUE,,HUBLI
PVT,1,,MANGALORE,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,MANGALORE
PVT,1,,MYSORE,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,MYSORE
PVT,1,,SHIMOGA,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,34,34,49,49,63,67,49,49,34,63,67,63,67,63,63,67,63,67,63,63,63,67,67,67,34,34,,,,TRUE,,SHIMOGA
PVT,1,,Rest of KARNATAKA,67,67,67,63,67,63,67,63,67,63,67,63,63,63,67,34,34,49,49,63,67,49,49,34,63,67,63,67,63,63,67,63,67,63,63,63,67,67,67,34,34,,,,TRUE,,Rest of KARNATAKA
PVT,1,KERALA,ERNAKULAM,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,KERALA,ERNAKULAM
PVT,1,,KASARAGOD,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,KASARAGOD
PVT,1,,KOLLAM,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,KOLLAM
PVT,1,,KOTTAYAM,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,KOTTAYAM
PVT,1,,KOZHIKODE,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,KOZHIKODE
PVT,1,,MALAPPURAM,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,MALAPPURAM
PVT,1,,MUVATTUPUZHA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,MUVATTUPUZHA
PVT,1,,PALAKKAD,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,PALAKKAD
PVT,1,,PERINTHALMANNA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,PERINTHALMANNA
PVT,1,,THALASSERY,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,THALASSERY
PVT,1,,THIRUVANANTHAPURAM,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,THIRUVANANTHAPURAM
PVT,1,,THRISSUR,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,THRISSUR
PVT,1,,Rest of KERALA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,,Rest of KERALA
PVT,1,LADAKH,LADAKH,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,19,19,39,39,59,59,39,39,19,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,24,24,,,,TRUE,LADAKH,LADAKH
PVT,1,LAKSHADWEEP,LAKSHADWEEP,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,19,19,39,39,49,49,39,39,19,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,,,,TRUE,LAKSHADWEEP,LAKSHADWEEP
PVT,1,MADHYA PRADESH,BHOPAL,59,59,59,59,59,59,59,59,59,59,59,51,51,59,59,24,24,39,39,59,59,39,39,24,59,59,59,59,59,63,67,63,63,49,49,59,59,59,59,24,24,,,,TRUE,MADHYA PRADESH,BHOPAL
PVT,1,,GWALIOR,59,59,59,59,59,59,59,59,59,59,59,51,51,59,59,24,24,39,39,59,59,39,39,24,59,59,59,59,59,63,67,63,63,49,49,59,59,59,59,24,24,,,,TRUE,,GWALIOR
